"fresh_id","chapter","section","requirement_text","category","implementation_target","verification_type","status","severity","frontend_evidence","backend_evidence","database_evidence","runtime_evidence","governance_evidence","tenant_scope_tested","limitations","finding_id","recommended_next_action"
"C3-3.3-002","3","3.3","Reviewer actions shall be available only while the document is actively assigned to the current reviewer according to workflow definition and the permission model.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","OSE-Frontend action visibility via has-permission directive and route guards","OSE-backend/src/platform/movementApprovalAction.guard.js; acc-authority/step-permission-enforcement.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C3-3.4-001","3","3.4","Ends document No Yes","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C3-3.4-002","3","3.4","Allows edit Yes No","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C3-3.4-003","3","3.4","Reason required Yes Yes","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C3-3.4-004","3","3.4","Next step Edit → Submit New document if operation repeats","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C3-3.4-005","3","3.4","Business transaction Continues Terminates","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C3-3.5-001","3","3.5","There shall be only one primary action for the current document state.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","Low","OSE-Frontend action visibility via has-permission directive and route guards","OSE-backend/src/platform/movementApprovalAction.guard.js; acc-authority/step-permission-enforcement.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","FIND-011","None"
"C3-3.6-001","3","3.6","Primary → Secondary → Neutral → Danger","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C3-3.7-001","3","3.7","Workflow Contracts & ACC | Who; when; routing; next step","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C3-3.7-002","3","3.7","This Constitution | Meaning; behavior; terminology; confirmation rules; mandatory reasons; user expectations","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C3-3.8-001","3","3.8","Icons, colors, visual styling, animations — DX OSE UX Constitution.","Out of Scope","N/A","N/A","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Out of Scope' — no product/runtime enforcement test required.","","None"
"C4-4.1-001","4","4.1","Operation permissions govern authorization only and shall never replace workflow validation, lifecycle validation, or business rule enforcement.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","OSE-Frontend/src/app/core/guards/permission.guard.ts; core/directives/has-permission.directive.ts","OSE-backend/src/middleware/authorize.js; acc-runtime/resolveSession.js; movementDocumentPermission.middleware.js","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C4-4.1-002","4","4.1","The Access Control Catalog (ACC) is the single source of truth for permissions.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C4-4.2-001","4","4.2","View","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-002","4","4.2","Create","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-003","4","4.2","Edit","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-004","4","4.2","Delete","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-005","4","4.2","Submit","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-006","4","4.2","Approve","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-007","4","4.2","Reject","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-008","4","4.2","Send Back","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-009","4","4.2","Cancel","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-010","4","4.2","Post","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-011","4","4.2","Reopen","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-012","4","4.2","Close","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C4-4.2-013","4","4.2","Archive","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
